artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,numero_genero,hit
Fall Out Boy,"Dance, Dance",180.266,False,2005,78,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,"emo, modern rock, pop, pop punk, rock",141,1
Plain White T's,Hey There Delilah,232.533,False,2005,80,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,"modern rock, neo mellow, neon pop punk, pop punk, pop rock",145,1
Rihanna,Pon de Replay,246.96,False,2005,81,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,"barbadian pop, dance pop, pop, urban contemporary",146,1
The Game,Hate It Or Love It,206.4,True,2005,83,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",147,1
Billy Currington,Good Directions,215.853,False,2005,73,0.716,0.72,5,-2.183,1,0.0319,0.307,0.0,0.135,0.464,122.512,"contemporary country, country, country road",107,1
The Fray,How to Save a Life,262.533,False,2005,81,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,"modern rock, neo mellow, piano rock, pop rock",148,1
Thirty Seconds To Mars,The Kill,231.533,False,2005,77,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,"modern rock, post-grunge",149,1
Sean Paul,Temperature,218.573,False,2005,80,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,"dance pop, dancehall, pop rap",150,1
Jack Johnson,Better Together,207.68,False,2005,73,0.868,0.347,5,-9.529,1,0.0536,0.308,2e-05,0.11,0.659,110.059,neo mellow,151,1
Mariah Carey,We Belong Together,201.4,False,2005,72,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986,"dance pop, pop, urban contemporary",152,1
The All-American Rejects,Dirty Little Secret,193.653,False,2005,72,0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",92,1
50 Cent,Candy Shop,209.106,True,2005,81,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",95,1
Jack Johnson,Banana Pancakes,191.906,False,2005,72,0.816,0.375,7,-8.053,1,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,neo mellow,151,1
Gym Class Heroes,Cupid's Chokehold / Breakfast in America,243.773,False,2005,77,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,"dance pop, pop rap",153,1
System Of A Down,Lonely Day,167.906,False,2005,79,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,"alternative metal, nu metal, rap metal, rock",9,1
Nickelback,Rockstar,252.04,False,2005,70,0.616,0.91,0,-3.004,1,0.0386,0.0459,0.0,0.343,0.693,144.072,"alternative metal, canadian rock, post-grunge",36,1
Weezer,Beverly Hills,196.093,False,2005,72,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,"alternative rock, modern power pop, modern rock, permanent wave, rock",33,1
Hinder,Lips Of An Angel,261.853,False,2005,74,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,"alternative metal, nu metal, post-grunge",40,1
Black Eyed Peas,Pump It,213.066,True,2005,71,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,"dance pop, pop, pop rap",111,1
Seether,Remedy,207.213,False,2005,71,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,"alternative metal, nu metal, post-grunge, south african rock",87,1
Coldplay,Fix You,295.533,False,2005,84,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,"permanent wave, pop",1,1
System Of A Down,B.Y.O.B.,255.466,True,2005,78,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,"alternative metal, nu metal, rap metal, rock",9,1
Toby Keith,As Good As I Once Was,227.84,False,2005,71,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,"contemporary country, country, country road, oklahoma country",61,1
Nickelback,Animals,186.6,False,2005,68,0.572,0.961,7,-3.089,1,0.0625,0.000734,0.021,0.207,0.818,76.998,"alternative metal, canadian rock, post-grunge",36,1
Kanye West,Touch The Sky,236.6,True,2005,73,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,"chicago rap, hip hop, rap",118,1
Chris Brown,Run It! (feat. Juelz Santana),229.866,False,2005,75,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,"pop, r&b, rap",154,1
T-Pain,I'm Sprung,231.04,False,2005,71,0.728,0.327,0,-11.596,0,0.0999,0.0948,0.0,0.103,0.195,100.0,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",155,1
50 Cent,Just A Lil Bit,237.706,True,2005,79,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",95,1
The All-American Rejects,Move Along,238.88,False,2005,69,0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",92,1
Gorillaz,DARE,244.999,False,2005,77,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264,"alternative hip hop, modern rock, rock",38,1
Little Big Town,Boondocks,272.346,False,2005,70,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,"contemporary country, country, country dawn, country road",24,1
Tally Hall,Hidden In the Sand,112.96,False,2005,73,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792,"ann arbor indie, pixel",156,1
I Monster,Who Is She ?,213.373,False,2005,76,0.392,0.802,1,-4.014,0,0.0418,0.076,0.00908,0.0925,0.101,152.734,downtempo,157,1
Lifehouse,You And Me,195.493,False,2005,76,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,"neo mellow, pop rock, post-grunge",14,1
Chris Brown,Yo (Excuse Me Miss),229.04,False,2005,73,0.536,0.612,4,-5.847,1,0.272,0.119,0.0,0.209,0.57,86.768,"pop, r&b, rap",154,1
Aventura,Ella Y Yo - Featuring Don Omar,267.786,False,2005,79,0.732,0.708,9,-7.905,0,0.262,0.534,0.0,0.237,0.717,175.924,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",77,1
The Game,How We Do,235.533,True,2005,77,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap",147,1
Mudvayne,Happy?,216.426,True,2005,72,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,"alternative metal, industrial metal, nu metal, rap metal",158,1
Jeezy,Soul Survivor,280.013,True,2005,68,0.682,0.483,10,-7.718,1,0.0451,0.00103,0.0,0.159,0.108,84.012,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap",159,1
Disturbed,Stricken,245.226,False,2005,73,0.402,0.969,8,-2.825,1,0.181,9.14e-05,0.0325,0.225,0.262,173.847,"alternative metal, nu metal, rap metal, rock",9,1
Slightly Stoopid,Closer to the Sun,145.56,False,2005,68,0.572,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,"reggae fusion, reggae rock",160,1
Nelly Furtado,Promiscuous,242.293,False,2006,84,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,"canadian latin, canadian pop, dance pop, pop",161,1
My Chemical Romance,Teenagers,161.92,False,2006,82,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,"emo, modern rock, pop punk, rock",127,1
Taylor Swift,Our Song,201.106,False,2006,74,0.668,0.672,2,-4.931,1,0.0303,0.111,0.0,0.329,0.539,89.011,pop,162,1
Nelly Furtado,Maneater,258.893,False,2006,81,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,"canadian latin, canadian pop, dance pop, pop",161,1
The Red Jumpsuit Apparatus,Face Down,192.0,False,2006,77,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,"alternative metal, neon pop punk, pop punk, post-grunge, screamo",163,1
Three Days Grace,Animal I Have Become,231.4,False,2006,75,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",103,1
Deftones,Cherry Waves,317.706,False,2006,76,0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,"alternative metal, nu metal, rap metal, rock, sacramento indie",5,1
Akon,Smack That,212.36,True,2006,82,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,dance pop,164,1
Gwen Stefani,The Sweet Escape,246.466,False,2006,74,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,"dance pop, pop",69,1
Corinne Bailey Rae,Put Your Records On,215.36,False,2006,80,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,"british soul, neo soul, pop soul, soul",165,1
Snow Patrol,Chasing Cars,267.96,False,2006,82,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,"irish rock, modern rock, neo mellow, permanent wave, pop rock",166,1
Breaking Benjamin,The Diary of Jane - Single Version,200.546,False,2006,76,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,"alternative metal, nu metal, post-grunge",40,1
My Chemical Romance,Welcome to the Black Parade,311.106,False,2006,79,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,"emo, modern rock, pop punk, rock",127,1
Cassie,Me & U,192.213,False,2006,77,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,"dance pop, hip pop, pop rap, r&b, urban contemporary",167,1
Rihanna,SOS,238.92,False,2006,78,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,"barbadian pop, dance pop, pop, urban contemporary",146,1
The Killers,When You Were Young,220.426,False,2006,78,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.433,"alternative rock, dance rock, modern rock, permanent wave, rock",117,1
Fergie,Glamorous,246.573,True,2006,72,0.81,0.755,0,-6.408,1,0.199,0.291,0.0,0.0857,0.625,130.991,"dance pop, pop",69,1
Red Hot Chili Peppers,Dani California,282.16,False,2006,79,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,"alternative rock, funk metal, funk rock, permanent wave, rock",68,1
Gnarls Barkley,Crazy,182.066,False,2006,74,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,"atl hip hop, neo soul",168,1
Justin Timberlake,SexyBack (feat. Timbaland),242.733,True,2006,79,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,"dance pop, pop",69,1
Taylor Swift,Picture To Burn,173.066,False,2006,71,0.658,0.877,7,-2.098,1,0.0323,0.173,0.0,0.0962,0.821,105.586,pop,162,1
Red Hot Chili Peppers,Snow (Hey Oh),334.666,False,2006,81,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,"alternative rock, funk metal, funk rock, permanent wave, rock",68,1
Fergie,Fergalicious,292.373,True,2006,71,0.906,0.583,8,-7.721,0,0.317,0.0569,0.0,0.126,0.829,129.056,"dance pop, pop",69,1
Nelly Furtado,Say It Right,223.08,False,2006,82,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,"canadian latin, canadian pop, dance pop, pop",161,1
Three Days Grace,Riot,207.586,True,2006,72,0.185,0.948,8,-3.892,1,0.147,0.0104,0.0,0.105,0.316,196.578,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",103,1
Ne-Yo,So Sick,207.186,False,2006,79,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,"dance pop, pop, r&b, urban contemporary",169,1
Josh Turner,Would You Go With Me,228.186,False,2006,72,0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,"contemporary country, country, country road",107,1
John Mayer,Waiting On the World to Change,201.173,False,2006,75,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,"neo mellow, singer-songwriter",55,1
Muse,Supermassive Black Hole,212.439,False,2006,78,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,"modern rock, permanent wave, rock",170,1
Rascal Flatts,Life is a Highway,276.32,False,2006,76,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,"contemporary country, country, country road",107,1
Taylor Swift,Tim McGraw,232.106,False,2006,69,0.58,0.491,0,-6.462,1,0.0251,0.575,0.0,0.121,0.425,76.009,pop,162,1
Three Days Grace,Never Too Late,209.333,False,2006,71,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,"alternative metal, canadian metal, canadian rock, nu metal, post-grunge, rock",103,1
Rascal Flatts,What Hurts The Most,214.106,False,2006,71,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,"contemporary country, country, country road",107,1
John Mayer,Slow Dancing in a Burning Room,242.0,False,2006,76,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,"neo mellow, singer-songwriter",55,1
Flyleaf,I'm So Sick,175.88,False,2006,69,0.429,0.96,10,-4.261,1,0.0914,6.46e-05,6.27e-06,0.102,0.233,153.932,"alternative metal, christian alternative rock, nu metal, pop punk, post-grunge",171,1
Taking Back Sunday,MakeDamnSure,208.28,False,2006,70,0.552,0.836,6,-5.608,1,0.0453,0.00942,0.0,0.372,0.432,140.496,"emo, neon pop punk, pop punk, post-hardcore, screamo",172,1
Josh Turner,Your Man,211.893,False,2006,74,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,"contemporary country, country, country road",107,1
AFI,Miss Murder,206.586,False,2006,72,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",173,1
Taylor Swift,Teardrops On My Guitar - Radio Single Remix,203.04,False,2006,69,0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,pop,162,1
Fantasia,When I See U,217.346,False,2006,73,0.569,0.596,8,-6.486,1,0.172,0.452,7.92e-05,0.205,0.754,93.135,"contemporary r&b, hip pop, r&b, urban contemporary",174,1
Huey Lewis & The News,The Power Of Love,234.333,False,2006,76,0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave pop, rock, singer-songwriter, soft rock",175,1
Flyleaf,All Around Me,198.506,False,2006,68,0.473,0.871,9,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,"alternative metal, christian alternative rock, nu metal, pop punk, post-grunge",171,1
Justin Timberlake,My Love (feat. T.I.),276.16,False,2006,74,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,"dance pop, pop",69,1
Peter Bjorn and John,Young Folks,276.693,False,2006,77,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,"alternative dance, baroque pop, dance-punk, indie rock, modern rock, new rave, swedish alternative rock, swedish indie pop",176,1
Jack Johnson,Upside Down,209.546,False,2006,76,0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,neo mellow,151,1
Rise Against,Prayer Of The Refugee,199.386,False,2006,69,0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,"alternative metal, chicago hardcore, chicago punk, hardcore punk, modern rock, nu metal, pop punk, post-grunge, punk",177,1
Rascal Flatts,Life is a Highway,275.64,False,2006,75,0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042,"contemporary country, country, country road",107,1
Jodi Benson,Part of Your World,195.493,False,2006,72,0.274,0.144,5,-14.516,1,0.0482,0.92,0.000388,0.29,0.302,61.551,movie tunes,93,1
P!nk,Who Knew,208.493,False,2006,75,0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,"dance pop, pop",69,1
Buckcherry,Crazy Bitch,204.96,True,2006,69,0.661,0.978,1,-3.064,0,0.107,0.0247,0.0,0.0856,0.592,98.019,"alternative metal, glam metal, hard rock, nu metal, post-grunge, sleaze rock",178,1
Arctic Monkeys,505,253.586,False,2007,82,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,"garage rock, modern rock, permanent wave, pop, rock, sheffield indie",179,1
Kanye West,Flashing Lights,237.506,True,2007,85,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,"chicago rap, hip hop, rap",118,1
Kanye West,I Wonder,243.44,True,2007,82,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,"chicago rap, hip hop, rap",118,1
Paramore,Misery Business,211.52,False,2007,76,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",180,1
Kanye West,Stronger,311.866,True,2007,82,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,"chicago rap, hip hop, rap",118,1
Kanye West,Homecoming,203.493,True,2007,81,0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,"chicago rap, hip hop, rap",118,1
Fall Out Boy,Thnks fr th Mmrs,203.506,False,2007,80,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,"emo, modern rock, pop, pop punk, rock",141,1
Timbaland,The Way I Are,179.12,False,2007,83,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,"dance pop, pop rap, urban contemporary",181,1
Finger Eleven,Paralyzer,208.106,False,2007,76,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,"alternative metal, canadian rock, funk metal, nu metal, post-grunge",182,1
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227.96,False,2007,77,0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",155,1
All Time Low,"Dear Maria, Count Me In",182.826,False,2007,78,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,"modern rock, neon pop punk, pop punk",183,1
Kanye West,Can't Tell Me Nothing,271.6,True,2007,79,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,"chicago rap, hip hop, rap",118,1
Rihanna,Umbrella,275.986,False,2007,74,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,"barbadian pop, dance pop, pop, urban contemporary",146,1
Seether,Fake It,193.893,True,2007,76,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,"alternative metal, nu metal, post-grunge, south african rock",87,1
MGMT,Electric Feel,229.64,False,2007,78,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,"alternative rock, indie rock, indietronica, modern rock, rock",184,1
M.I.A.,Paper Planes,205.2,False,2007,78,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,"escape room, indietronica, new rave",185,1
Linkin Park,What I've Done,205.613,False,2007,82,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Sean Kingston,Beautiful Girls,225.373,False,2007,79,0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,"dance pop, miami hip hop, pop",186,1
Kanye West,Good Life,207.0,True,2007,76,0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,"chicago rap, hip hop, rap",118,1
Linkin Park,Bleed It Out,166.373,True,2007,79,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
T-Pain,Bartender (feat. Akon),238.8,True,2007,75,0.832,0.391,8,-8.504,1,0.0628,0.0564,0.0,0.224,0.436,104.961,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",155,1
Foo Fighters,The Pretender,269.373,False,2007,80,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",84,1
Lloyd,You,273.133,False,2007,73,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,"r&b, southern hip hop, trap, urban contemporary",187,1
Mother Mother,Verbatim,168.32,True,2007,79,0.827,0.58,7,-6.809,1,0.327,0.309,0.0,0.148,0.492,78.011,vancouver indie,188,1
Arctic Monkeys,Fluorescent Adolescent,173.493,False,2007,71,0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,"garage rock, modern rock, permanent wave, pop, rock, sheffield indie",179,1
Soulja Boy,Crank That (Soulja Boy),221.933,False,2007,76,0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap",189,1
Britney Spears,Gimme More,251.24,False,2007,81,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,"dance pop, pop, post-teen pop",11,1
MGMT,Kids,302.84,False,2007,78,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,"alternative rock, indie rock, indietronica, modern rock, rock",184,1
Rihanna,Don't Stop The Music,267.08,False,2007,71,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,"barbadian pop, dance pop, pop, urban contemporary",146,1
Kid Rock,All Summer Long,297.586,False,2007,74,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,nu metal,52,1
OneRepublic,Apologize,208.106,False,2007,71,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,"dance pop, piano rock, pop",190,1
Kanye West,Everything I Am,227.893,True,2007,74,0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,"chicago rap, hip hop, rap",118,1
Paramore,That's What You Get,220.48,False,2007,69,0.528,0.831,8,-3.607,1,0.0429,9.43e-05,0.0,0.141,0.632,131.094,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock",180,1
Leona Lewis,Bleeding Love,262.466,False,2007,76,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,"british soul, dance pop, pop, post-teen pop, talent show",191,1
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,219.413,False,2007,78,0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,,30,1
Timbaland,Give It To Me,234.026,True,2007,80,0.975,0.711,8,-3.904,1,0.0632,0.168,0.000552,0.0799,0.815,110.621,"dance pop, pop rap, urban contemporary",181,1
Miranda Lambert,Gunpowder & Lead,191.693,False,2007,69,0.333,0.907,0,-3.191,1,0.0959,0.153,0.0,0.395,0.353,187.826,"contemporary country, country, country dawn, country road",24,1
Sara Bareilles,Love Song,258.826,False,2007,74,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,"acoustic pop, lilith, neo mellow, pop rock, post-teen pop",192,1
We The Kings,"Check Yes, Juliet",220.146,False,2007,70,0.352,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.351,166.795,"neon pop punk, piano rock, pop punk",193,1
Kanye West,Good Morning,195.093,True,2007,73,0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,"chicago rap, hip hop, rap",118,1
Alicia Keys,No One,253.813,False,2007,77,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,"neo soul, pop, r&b, urban contemporary",99,1
Kanye West,Champion,167.6,True,2007,72,0.693,0.504,6,-8.306,1,0.238,0.00299,0.0,0.695,0.723,102.139,"chicago rap, hip hop, rap",118,1
Colbie Caillat,Bubbly,196.28,False,2007,69,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.904,"dance pop, neo mellow, pop rock, post-teen pop, viral pop",194,1
Avril Lavigne,Girlfriend,216.6,True,2007,76,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,"canadian pop, candy pop, dance pop, pop, post-teen pop",71,1
Keyshia Cole,Let It Go,238.333,False,2007,67,0.806,0.721,10,-5.167,0,0.215,0.197,0.0,0.209,0.781,94.967,"hip pop, r&b, urban contemporary",143,1
Natasha Bedingfield,Pocketful of Sunshine,202.906,False,2007,70,0.721,0.88,9,-3.896,0,0.0454,0.191,0.0,0.0769,0.655,110.021,"dance pop, neo mellow, post-teen pop",129,1
Ne-Yo,Because Of You,266.84,False,2007,76,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,"dance pop, pop, r&b, urban contemporary",169,1
Chris Brown,Kiss Kiss (feat. T-Pain),250.666,False,2007,73,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,"pop, r&b, rap",154,1
Linkin Park,Given Up,189.293,True,2007,76,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
MGMT,Time to Pretend,261.0,True,2007,73,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,"alternative rock, indie rock, indietronica, modern rock, rock",184,1
Kanye West,Heartless,211.0,False,2008,86,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,"chicago rap, hip hop, rap",118,1
Coldplay,Viva La Vida,242.373,False,2008,87,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,"permanent wave, pop",1,1
Zac Brown Band,Chicken Fried,238.146,False,2008,79,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,"contemporary country, country, country road, modern country rock",195,1
The Offspring,"You're Gonna Go Far, Kid",177.826,True,2008,82,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",31,1
Lady Gaga,Poker Face,237.2,False,2008,78,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,"art pop, dance pop, pop",196,1
Kings of Leon,Sex on Fire,203.346,False,2008,83,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,"modern rock, rock",197,1
